网址,标题
http://www.cuc.edu.cn/news/2020/1021/c1901a174191/page.htm,"
农业农村部刘莉华副司长为师生作粮食安全主题讲座
"
http://www.cuc.edu.cn/news/2020/1020/c1901a174150/page.htm,"
凝聚传媒力量 助力精准脱贫——我校开展扶贫日系列活动
"
http://www.cuc.edu.cn/news/2020/1020/c1901a174133/page.htm,"
学工部、校团委组织“光盘行动”之劳动实践活动
"
http://www.cuc.edu.cn/news/2020/1019/c1901a174048/page.htm,"
我校举行学生赴科右前旗支教动员会
"
http://www.cuc.edu.cn/news/2020/1019/c1901a174045/page.htm,"
我校获“同心共筑中国梦”主题征文活动优秀组织奖
"
http://www.cuc.edu.cn/news/2020/1019/c1901a174034/page.htm,"
学校召开巡察工作领导小组2020年第二次会议
"
http://www.cuc.edu.cn/news/2020/1019/c1901a174030/page.htm,"
朝阳区委常委、统战部部长李国红一行来校调研
"
http://www.cuc.edu.cn/news/2020/1016/c1901a173962/page.htm,"
我校博士毕业生获2020年国家社科基金优秀博士论文出版项目立项
"
http://www.cuc.edu.cn/news/2020/1016/c1901a173954/page.htm,"
党委理论学习中心组集中学习习近平总书记系列重要讲话精神
"
http://www.cuc.edu.cn/news/2020/1015/c1901a173912/page.htm,"
廖祥忠书记率队赴西藏民族大学调研对接对口援建工作
"
http://www.cuc.edu.cn/news/2020/1015/c1901a173900/page.htm,"
贵州广电集团领导一行来校交流座谈
"
http://www.cuc.edu.cn/news/2020/1015/c1901a173896/page.htm,"
王达品副书记到出版社调研指导
"
http://www.cuc.edu.cn/news/2020/1014/c1901a173854/page.htm,"
我校音乐剧专业师生在第五届“音乐剧学院奖”大赛中喜获多项大奖
"
http://www.cuc.edu.cn/news/2020/1013/c1901a173846/page.htm,"
“后疫情时代下的全球媒体与中国”国际高端网络论坛顺利举行
"
http://www.cuc.edu.cn/news/2020/1012/c1901a173814/page.htm,"
我校毕业生主创作品斩获威尼斯国际电影节最佳VR故事片大奖
"
http://www.cuc.edu.cn/news/2020/1012/c1901a173805/page.htm,"
喜讯：我校扶贫项目入选教育部精准扶贫精准脱贫典型项目
"
http://www.cuc.edu.cn/news/2020/1009/c1901a173776/page.htm,"
学校召开“十四五”发展规划编制专家学者座谈会
"
http://www.cuc.edu.cn/news/2020/1010/c1901a173791/page.htm,"
党委书记、校长廖祥忠出席首期“数智讲堂”学术沙龙活动
"
http://www.cuc.edu.cn/news/2020/1009/c1901a173762/page.htm,"
习近平新闻工作重要论述研讨会在线召开
"
http://www.cuc.edu.cn/news/2020/0928/c1901a173451/page.htm,"
教育部任命廖祥忠同志为中国传媒大学党委书记
"
http://www.cuc.edu.cn/news/2020/1008/c1901a173732/page.htm,"
我校多部学生作品入围2020俄罗斯Big Cartoon动画节
"
http://www.cuc.edu.cn/news/2020/1008/c1901a173743/page.htm,"
我校教师在全国高校青年教师电子技术类授课竞赛中喜获佳绩
"
http://www.cuc.edu.cn/news/2020/1007/c1901a173698/page.htm,"
新闻学院学生在第五届中国数据新闻大赛中获得多项大奖
"
http://www.cuc.edu.cn/news/2020/1007/c1901a173697/page.htm,"
新闻学院学生在第三届全国周恩来班征文大赛中获奖
"
http://www.cuc.edu.cn/news/2020/1006/c1901a173682/page.htm,"
动画与数字艺术学院师生参与策划北京国际游戏创新科技展
"
http://www.cuc.edu.cn/news/2020/1006/c1901a173664/page.htm,"
研究生院张磊同志获2019年度“北京地区学位授予信息报送工作先进...
"
http://www.cuc.edu.cn/news/2020/1004/c1901a173577/page.htm,"
电视学院召开党政联席会议落实秋季工作
"
http://www.cuc.edu.cn/news/2020/1005/c1901a173654/page.htm,"
学校召开党外人士通报会
"
http://www.cuc.edu.cn/news/2020/1004/c1901a173578/page.htm,"
我校召开2020年新入职辅导员交流会
"
http://www.cuc.edu.cn/news/2020/1002/c1901a173552/page.htm,"
学校组织开展中秋、国庆安全检查
"
http://www.cuc.edu.cn/news/2020/0929/c1901a173558/page.htm,"
经济与管理学院举办2020级新生家长线上见面会
"
http://www.cuc.edu.cn/news/2020/0929/c1901a173559/page.htm,"
我校为沿海两省举办新闻发言人培训班
"
http://www.cuc.edu.cn/news/2020/0930/c1901a173517/page.htm,"
动画与数字艺术学院主创电影《姜子牙》国庆节上映
"
http://www.cuc.edu.cn/news/2020/0929/c1901a173459/page.htm,"
“中国传媒大学”学习强国号今日正式上线
"
http://www.cuc.edu.cn/news/2020/0929/c1901a173481/page.htm,"
校党委理论学习中心组专题学习《习近平谈治国理政》第三卷
"
http://www.cuc.edu.cn/news/2020/0929/c1901a173495/page.htm,"
我校师生参与主创纪录片获26届“星光奖”优秀纪录片奖
"
http://www.cuc.edu.cn/news/2020/0929/c1901a173493/page.htm,"
我校学生在AITrans智能网络技术挑战赛中喜获佳绩
"
http://www.cuc.edu.cn/news/2020/0925/c1901a173339/page.htm,"
第九届中国大学生电视节在四川成都成功举办
"
http://www.cuc.edu.cn/news/2020/0924/c1901a173292/page.htm,"
我校圆满完成国际学生新生迎新工作
"
http://www.cuc.edu.cn/news/2020/0923/c1901a173276/page.htm,"
陈文申书记率队赴西藏民族大学开展对口援建调研对接工作
"
http://www.cuc.edu.cn/news/2020/0923/c1901a173275/page.htm,"
我校两部学生作品入围2020台中国际动画影展
"
http://www.cuc.edu.cn/news/2020/0923/c1901a173266/page.htm,"
我校教师团队在北京高校2019“双百行动计划”项目中获得佳绩
"
http://www.cuc.edu.cn/news/2020/0923/c1901a173264/page.htm,"
我校学生在 “2020联合国双井可持续更新社区设计节”中获得佳绩
"
http://www.cuc.edu.cn/news/2020/0918/c1901a173116/page.htm,"
我校教师在2020年“新华三杯”全国高校网络安全竞技大赛取得佳绩
"
http://www.cuc.edu.cn/news/2020/0918/c1901a173111/page.htm,"
央视《生财有道》聚焦报道我校助力科右前旗脱贫致富典型经验
"
http://www.cuc.edu.cn/news/2020/0918/c1901a173107/page.htm,"
中国传媒大学2020级新生开学典礼盛彩举行
"
http://www.cuc.edu.cn/news/2020/0918/c1901a173101/page.htm,"
我校举行“萧宗让奖学金” 捐赠仪式
"
http://www.cuc.edu.cn/news/2020/0917/c1901a173067/page.htm,"
2020级研究生入学教育线上报告会举行
"
http://www.cuc.edu.cn/news/2020/0916/c1901a173033/page.htm,"
 “绿色通道”情暖新生
"
http://www.cuc.edu.cn/news/2020/0916/c1901a173029/page.htm,"
学校召开2020年秋季工作会议
"
http://www.cuc.edu.cn/news/2020/0916/c1901a173017/page.htm,"
中国传媒大学召开“双一流”建设周期总结专家评议会
"
http://www.cuc.edu.cn/news/2020/0916/c1901a173014/page.htm,"
《中国广告四十年》丛书获得中国新闻史学会第六届新闻传播学学会...
"
http://www.cuc.edu.cn/news/2020/0916/c1901a173008/page.htm,"
中央网络安全和信息化委员会办公室向我校发来感谢信
"
http://www.cuc.edu.cn/news/2020/0915/c1901a172968/page.htm,"
校领导看望2020级新生及迎新工作人员
"
http://www.cuc.edu.cn/news/2020/0915/c1901a172954/page.htm,"
我校篆刻作品入选“印记中国2020”决战脱贫奔小康大众篆刻作品展
"
http://www.cuc.edu.cn/news/2020/0914/c1901a172919/page.htm,"
我校两位教授获聘文旅部“十四五”规划专家
"
http://www.cuc.edu.cn/news/2020/0914/c1901a172908/page.htm,"
我校志愿者服务2020服贸会 展中传风采
"
http://www.cuc.edu.cn/news/2020/0912/c1901a172868/page.htm,"
中传喜迎2020级本科、研究生新生
"
http://www.cuc.edu.cn/news/2020/0911/c1901a172852/page.htm,"
“新”“老”教师面对面谈理想 我校召开新入职教师座谈会
"
http://www.cuc.edu.cn/news/2020/0911/c1901a172837/page.htm,"
校领导走访慰问党外代表人士
"
http://www.cuc.edu.cn/news/2020/0911/c1901a172822/page.htm,"
北京市委常委、宣传部长杜飞进来我校调研
"
http://www.cuc.edu.cn/news/2020/0910/c1901a172802/page.htm,"
我校召开庆祝第36个教师节暨优秀教师表彰大会
"
http://www.cuc.edu.cn/news/2020/0910/c1901a172799/page.htm,"
2020年我校八名同学光荣参军入伍
"
http://www.cuc.edu.cn/news/2020/0910/c1901a172781/page.htm,"
科右前旗政府旗长李振林来我校调研交流
"
http://www.cuc.edu.cn/news/2020/0909/c1901a172755/page.htm,"
“交流与对话：涉藏国际传播云论坛”成功举办
"
http://www.cuc.edu.cn/news/2020/0908/c1901a172722/page.htm,"
我校文化产业管理学院成功举办2020北京文化产业发展大会
"
http://www.cuc.edu.cn/news/2020/0908/c1901a172721/page.htm,"
北京团市委副书记毛晓刚来我校调研共青团工作
"
http://www.cuc.edu.cn/news/2020/0908/c1901a172716/page.htm,"
“光明影院”公益项目亮相长春电影节 正式落地吉林
"
http://www.cuc.edu.cn/news/2020/0907/c1901a172701/page.htm,"
传媒博物馆首次亮相2020服贸会
"
http://www.cuc.edu.cn/news/2020/0906/c1901a172692/page.htm,"
陈文申书记检查指导秋季学期学生返校工作
"
http://www.cuc.edu.cn/news/2020/0905/c1901a172689/page.htm,"
兰州文理学院党委书记阎晓辉院长郑伟强来访我校
"
http://www.cuc.edu.cn/news/2020/0904/c1901a172683/page.htm,"
音乐与录音艺术学院学生在中国大学生计算机设计大赛中再获佳绩
"
http://www.cuc.edu.cn/news/2020/0903/c1901a172663/page.htm,"
我校迎来秋季学期首批返校学生
"
http://www.cuc.edu.cn/news/2020/0829/c1901a172677/page.htm,"
我校李宽教授创作完成重大历史题材国画作品《东临碣石》
"
http://www.cuc.edu.cn/news/2020/0902/c1901a172646/page.htm,"
我校王晓红老师当选第六届首都女教授协会理事会副会长
"
http://www.cuc.edu.cn/news/2020/0901/c1901a172613/page.htm,"
2020年中日韩大学生Co-work动画联合创作顺利举行
"
http://www.cuc.edu.cn/news/2020/0901/c1901a172610/page.htm,"
“尚汇未来新女性”项目启动仪式暨新闻发布会圆满举行
"
http://www.cuc.edu.cn/news/2020/0831/c1901a172592/page.htm,"
董关鹏教授当选中国公共关系协会副会长
"
http://www.cuc.edu.cn/news/2020/0829/c1901a172584/page.htm,"
江西广播电视台台长梁勇一行来我校调研
"
http://www.cuc.edu.cn/news/2020/0828/c1901a172558/page.htm,"
我校教师在北京高校青年教师教学基本功比赛论文比赛中喜获佳绩
"
http://www.cuc.edu.cn/news/2020/0827/c1901a172532/page.htm,"
中传MBA白杨队喜获亚沙赛最高荣誉
"
http://www.cuc.edu.cn/news/2020/0824/c1901a172493/page.htm,"
《北京国际电影节蓝皮书》首发揭幕 我校师生圆满完成编写任务
"
http://www.cuc.edu.cn/news/2020/0821/c1901a172492/page.htm,"
第六届“互联网+”大学生创新创业大赛校级决赛圆满落幕
"
http://www.cuc.edu.cn/news/2020/0821/c1901a172491/page.htm,"
我校两部学生作品入围2020广岛国际动画节“学生之星”特别单元
"
http://www.cuc.edu.cn/news/2020/0815/c1901a172424/page.htm,"
陈文申书记带队赴科右前旗推进定点扶贫工作（二）
"
http://www.cuc.edu.cn/news/2020/0815/c1901a172423/page.htm,"
陈文申书记出席中国草原文化旅游发展论坛
"
http://www.cuc.edu.cn/news/2020/0814/c1901a172402/page.htm,"
央视财经频道报道我校助力科右前旗脱贫攻坚的亮点举措
"
http://www.cuc.edu.cn/news/2020/0813/c1901a172396/page.htm,"
校史馆基本陈列展荣获国家文物局2020年度百项推介
"
http://www.cuc.edu.cn/news/2020/0812/c1901a172387/page.htm,"
陈文申书记再次带队赴科右前旗推进定点扶贫工作（一）
"
http://www.cuc.edu.cn/news/2020/0806/c1901a172334/page.htm,"
外交部政策规划司副司长苗得雨、中国国际问题研究院院长戚振宏会...
"
http://www.cuc.edu.cn/news/2020/0807/c1901a172326/page.htm,"
我校帮扶云南宁蒗教师语言文字能力提升培训圆满结束
"
http://www.cuc.edu.cn/news/2020/0806/c1901a172316/page.htm,"
北京老龄产业协会会长吴世民一行来我校调研
"
http://www.cuc.edu.cn/news/2020/0806/c1901a172314/page.htm,"
我校召开2020年扶贫专项资金支持项目专家论证会
"
http://www.cuc.edu.cn/news/2020/0806/c1901a172300/page.htm,"
陈文申书记主持召开学校疫情防控工作会
"
http://www.cuc.edu.cn/news/2020/0805/c1901a172264/page.htm,"
廖祥忠校长会见潘基文基金会中方事务代表杨大为一行
"
http://www.cuc.edu.cn/news/2020/0804/c1901a172224/page.htm,"
我校成功举办2020年全国优秀大学生“云端”夏令营
"
http://www.cuc.edu.cn/news/2020/0803/c1901a172178/page.htm,"
中国传媒大学启动研究生教育重大改革
"
http://www.cuc.edu.cn/news/2020/0802/c1901a172168/page.htm,"
“中国与世界：直面现实与共享未来”国际线上学术研讨会召开
"
http://www.cuc.edu.cn/news/2020/0731/c1901a172129/page.htm,"
《中国高等教育舆情报告（2019》正式出版
"
http://www.cuc.edu.cn/news/2020/0730/c1901a172127/page.htm,"
经济与管理学院召开国家社科重大项目申报工作会
"
http://www.cuc.edu.cn/news/2020/0730/c1901a172125/page.htm,"
陈文申书记出席2022北京冬奥会转播培训项目启动会
"
http://www.cuc.edu.cn/news/2020/0729/c1901a172098/page.htm,"
喜讯：宽带短波多媒体通信系统项目通过科技成果评估
"
http://www.cuc.edu.cn/news/2020/0727/c1901a172063/page.htm,"
海南省教育厅厅长曹献坤一行来我校调研
"
http://www.cuc.edu.cn/news/2020/0727/c1901a172051/page.htm,"
国家社科基金重大项目“中国电影文化竞争力与海外市场动态数据库...
"
http://www.cuc.edu.cn/news/2020/0727/c1901a172045/page.htm,"
我校学生作品入围2020意大利Imaginaria国际动画节
"
http://www.cuc.edu.cn/news/2020/0727/c1901a172043/page.htm,"
 “面向未来的新文科建设线上高端论坛”成功举办
"
http://www.cuc.edu.cn/news/2020/0724/c1901a172036/page.htm,"
北京市习近平新时代中国特色社会主义思想研究中心中传基地召开工...
"
http://www.cuc.edu.cn/news/2020/0722/c1901a171968/page.htm,"
国家社科基金重大项目“我国新闻传播业人工智能应用现状与发展趋...
"
http://www.cuc.edu.cn/news/2020/0720/c1901a171951/page.htm,"
2020年秋季学期双师思政实验课线上启动会召开
"
http://www.cuc.edu.cn/news/2020/0721/c1901a171949/page.htm,"
我校首次开展研究生学位论文校内抽检
"
http://www.cuc.edu.cn/news/2020/0720/c1901a171926/page.htm,"
廖祥忠校长出席文化产业管理学院2020年春季学期总结大会
"
http://www.cuc.edu.cn/news/2020/0717/c1901a171920/page.htm,"
我校学生作品入围2020乌克兰现代动画与媒体艺术国际电影节
"
http://www.cuc.edu.cn/news/2020/0718/c1901a171919/page.htm,"
我校教师撰写案例入选中国专业学位教学案例中心法律案例库
"
http://www.cuc.edu.cn/news/2020/0718/c1901a171913/page.htm,"
我校团队荣获第十届北京市大学生人文知识竞赛二等奖
"
http://www.cuc.edu.cn/news/2020/0718/c1901a171912/page.htm,"
校领导带队开展暑期前校园安全大检查
"
http://www.cuc.edu.cn/news/2020/0717/c1901a171906/page.htm,"
廖祥忠校长深入宿舍查看毕业生物品整理寄送工作
"
http://www.cuc.edu.cn/news/2020/0717/c1901a171904/page.htm,"
我校开展暑假前实验室安全检查工作
"
http://www.cuc.edu.cn/news/2020/0716/c1901a171883/page.htm,"
我校2020年春季学期本科期末考试圆满结束
"
http://www.cuc.edu.cn/news/2020/0716/c1901a171873/page.htm,"
校党委理论学习中心组集中学习习近平总书记重要回信精神
"
http://www.cuc.edu.cn/news/2020/0714/c1901a171835/page.htm,"
我校召开定点扶贫工作座谈会
"
http://www.cuc.edu.cn/news/2020/0714/c1901a171821/page.htm,"
陈文申书记检查并参加毕业生物品打包工作
"
http://www.cuc.edu.cn/news/2020/0713/c1901a171803/page.htm,"
广告学院入选《国家职业技能标准制定工作计划2020-2022年》成员...
"
http://www.cuc.edu.cn/news/2020/0710/c1901a171768/page.htm,"
中国传媒大学召开2020年警示教育大会
"
http://www.cuc.edu.cn/news/2020/0709/c1901a171755/page.htm,"
“建行大学直播内容品牌力建设研究”项目在我校启动
"
http://www.cuc.edu.cn/news/2020/0709/c1901a171754/page.htm,"
校党委理论学习中心组召开专题学习会
"
http://www.cuc.edu.cn/news/2020/0706/c1901a171645/page.htm,"
第九届全国新闻学与传播学博士生学术研讨会成功举办
"
